,Meta Data,Technical Analysis: EMA
2005-11-07,,{'EMA': '18.1557'}
2005-11-04,,{'EMA': '18.0738'}
2005-11-03,,{'EMA': '17.9973'}
2005-11-02,,{'EMA': '17.9081'}
2005-11-01,,{'EMA': '17.8575'}
2005-10-31,,{'EMA': '17.8247'}
2005-10-28,,{'EMA': '17.7886'}
2005-10-27,,{'EMA': '17.7850'}
2005-10-26,,{'EMA': '17.7726'}
2005-10-25,,{'EMA': '17.7767'}
2005-10-24,,{'EMA': '17.7826'}
2005-10-21,,{'EMA': '17.7934'}
2005-10-20,,{'EMA': '17.8024'}
2005-10-19,,{'EMA': '17.8038'}
2005-10-18,,{'EMA': '17.8402'}
2005-10-17,,{'EMA': '17.8865'}
2005-10-14,,{'EMA': '17.9226'}
2005-10-13,,{'EMA': '17.9602'}
2005-10-12,,{'EMA': '18.0299'}
2005-10-11,,{'EMA': '18.0938'}
2005-10-10,,{'EMA': '18.1627'}
2005-10-07,,{'EMA': '18.2271'}
2005-10-06,,{'EMA': '18.2909'}
2005-10-05,,{'EMA': '18.3689'}
2005-10-04,,{'EMA': '18.4276'}
2005-10-03,,{'EMA': '18.4695'}
2005-09-30,,{'EMA': '18.4908'}
2005-09-29,,{'EMA': '18.4999'}
2005-09-28,,{'EMA': '18.5313'}
2005-09-27,,{'EMA': '18.5814'}
2005-09-26,,{'EMA': '18.6380'}
2005-09-23,,{'EMA': '18.6981'}
2005-09-22,,{'EMA': '18.7706'}
2005-09-21,,{'EMA': '18.8376'}
2005-09-20,,{'EMA': '18.8893'}
2005-09-19,,{'EMA': '18.9269'}
2005-09-16,,{'EMA': '18.9669'}
2005-09-15,,{'EMA': '18.9932'}
2005-09-14,,{'EMA': '19.0199'}
2005-09-13,,{'EMA': '19.0387'}
2005-09-12,,{'EMA': '19.0579'}
2005-09-09,,{'EMA': '19.0762'}
2005-09-08,,{'EMA': '19.0935'}
2005-09-07,,{'EMA': '19.0997'}
2005-09-06,,{'EMA': '19.0967'}
2005-09-02,,{'EMA': '19.0848'}
2005-09-01,,{'EMA': '19.0610'}
2005-08-31,,{'EMA': '19.0228'}
2005-08-30,,{'EMA': '18.9950'}
2005-08-29,,{'EMA': '18.9729'}
2005-08-26,,{'EMA': '18.9657'}
2005-08-25,,{'EMA': '18.9421'}
2005-08-24,,{'EMA': '18.9261'}
2005-08-23,,{'EMA': '18.9127'}
2005-08-22,,{'EMA': '18.8981'}
2005-08-19,,{'EMA': '18.8855'}
2005-08-18,,{'EMA': '18.8673'}
2005-08-17,,{'EMA': '18.8446'}
2005-08-16,,{'EMA': '18.8245'}
2005-08-15,,{'EMA': '18.7875'}
2005-08-12,,{'EMA': '18.7504'}
2005-08-11,,{'EMA': '18.7081'}
2005-08-10,,{'EMA': '18.6686'}
2005-08-09,,{'EMA': '18.5948'}
2005-08-08,,{'EMA': '18.5263'}
2005-08-05,,{'EMA': '18.4106'}
2005-08-04,,{'EMA': '18.3194'}
2005-08-03,,{'EMA': '18.2291'}
2005-08-02,,{'EMA': '18.1573'}
2005-08-01,,{'EMA': '18.1392'}
2005-07-29,,{'EMA': '18.1250'}
2005-07-28,,{'EMA': '18.1122'}
2005-07-27,,{'EMA': '18.1003'}
2005-07-26,,{'EMA': '18.0970'}
2005-07-25,,{'EMA': '18.0857'}
2005-07-22,,{'EMA': '18.0753'}
2005-07-21,,{'EMA': '18.0427'}
2005-07-20,,{'EMA': '17.9849'}
2005-07-19,,{'EMA': '17.9425'}
2005-07-18,,{'EMA': '17.9107'}
2005-07-15,,{'EMA': '17.8815'}
2005-07-14,,{'EMA': '17.8259'}
2005-07-13,,{'EMA': '17.7825'}
2005-07-12,,{'EMA': '17.7531'}
2005-07-11,,{'EMA': '17.7414'}
2005-07-08,,{'EMA': '17.7348'}
2005-07-07,,{'EMA': '17.7637'}
2005-07-06,,{'EMA': '17.7998'}
2005-07-05,,{'EMA': '17.8118'}
2005-07-01,,{'EMA': '17.8470'}
2005-06-30,,{'EMA': '17.8722'}
2005-06-29,,{'EMA': '17.8851'}
2005-06-28,,{'EMA': '17.8880'}
2005-06-27,,{'EMA': '17.9003'}
2005-06-24,,{'EMA': '17.9154'}
2005-06-23,,{'EMA': '17.9212'}
2005-06-22,,{'EMA': '17.9313'}
2005-06-21,,{'EMA': '17.9465'}
2005-06-20,,{'EMA': '17.9654'}
2005-06-17,,{'EMA': '17.9933'}
2005-06-16,,{'EMA': '18.0035'}
2005-06-15,,{'EMA': '18.0182'}
2005-06-14,,{'EMA': '18.0216'}
2005-06-13,,{'EMA': '18.0317'}
2005-06-10,,{'EMA': '18.0393'}
2005-06-09,,{'EMA': '18.0385'}
2005-06-08,,{'EMA': '18.0440'}
2005-06-07,,{'EMA': '18.0394'}
2005-06-06,,{'EMA': '18.0499'}
2005-06-03,,{'EMA': '18.0579'}
2005-06-02,,{'EMA': '18.0440'}
2005-06-01,,{'EMA': '18.0274'}
2005-05-31,,{'EMA': '18.0084'}
2005-05-27,,{'EMA': '17.9704'}
2005-05-26,,{'EMA': '17.9387'}
2005-05-25,,{'EMA': '17.9093'}
2005-05-24,,{'EMA': '17.8821'}
2005-05-23,,{'EMA': '17.8436'}
2005-05-20,,{'EMA': '17.8047'}
2005-05-19,,{'EMA': '17.7528'}
2005-05-18,,{'EMA': '17.7049'}
2005-05-17,,{'EMA': '17.6700'}
2005-05-16,,{'EMA': '17.6449'}
2005-05-13,,{'EMA': '17.6231'}
2005-05-12,,{'EMA': '17.6187'}
2005-05-11,,{'EMA': '17.6274'}
2005-05-10,,{'EMA': '17.6333'}
2005-05-09,,{'EMA': '17.6293'}
2005-05-06,,{'EMA': '17.6115'}
2005-05-05,,{'EMA': '17.5848'}
2005-05-04,,{'EMA': '17.5646'}
2005-05-03,,{'EMA': '17.5340'}
2005-05-02,,{'EMA': '17.5137'}
2005-04-29,,{'EMA': '17.4843'}
2005-04-28,,{'EMA': '17.4767'}
2005-04-27,,{'EMA': '17.4725'}
2005-04-26,,{'EMA': '17.4806'}
2005-04-25,,{'EMA': '17.4677'}
2005-04-22,,{'EMA': '17.4450'}
2005-04-21,,{'EMA': '17.4214'}
2005-04-20,,{'EMA': '17.4357'}
2005-04-19,,{'EMA': '17.4387'}
2005-04-18,,{'EMA': '17.4386'}
2005-04-15,,{'EMA': '17.4567'}
2005-04-14,,{'EMA': '17.4675'}
2005-04-13,,{'EMA': '17.4490'}
2005-04-12,,{'EMA': '17.4131'}
2005-04-11,,{'EMA': '17.3955'}
2005-04-08,,{'EMA': '17.3684'}
2005-04-07,,{'EMA': '17.3358'}
2005-04-06,,{'EMA': '17.3289'}
2005-04-05,,{'EMA': '17.3346'}
2005-04-04,,{'EMA': '17.3586'}
2005-04-01,,{'EMA': '17.3927'}
2005-03-31,,{'EMA': '17.4211'}
2005-03-30,,{'EMA': '17.4516'}
2005-03-29,,{'EMA': '17.5007'}
2005-03-28,,{'EMA': '17.5470'}
2005-03-24,,{'EMA': '17.5795'}
2005-03-23,,{'EMA': '17.6251'}
2005-03-22,,{'EMA': '17.6944'}
2005-03-21,,{'EMA': '17.7565'}
2005-03-18,,{'EMA': '17.8135'}
2005-03-17,,{'EMA': '17.8635'}
2005-03-16,,{'EMA': '17.9107'}
2005-03-15,,{'EMA': '17.9499'}
2005-03-14,,{'EMA': '17.9733'}
2005-03-11,,{'EMA': '18.0005'}
2005-03-10,,{'EMA': '18.0043'}
2005-03-09,,{'EMA': '18.0098'}
2005-03-08,,{'EMA': '18.0187'}
2005-03-07,,{'EMA': '18.0278'}
2005-03-04,,{'EMA': '18.0541'}
2005-03-03,,{'EMA': '18.0801'}
2005-03-02,,{'EMA': '18.1024'}
2005-03-01,,{'EMA': '18.1347'}
2005-02-28,,{'EMA': '18.1696'}
2005-02-25,,{'EMA': '18.2064'}
2005-02-24,,{'EMA': '18.2379'}
2005-02-23,,{'EMA': '18.2844'}
2005-02-22,,{'EMA': '18.3314'}
2005-02-18,,{'EMA': '18.3830'}
2005-02-17,,{'EMA': '18.4116'}
2005-02-16,,{'EMA': '18.4382'}
2005-02-15,,{'EMA': '18.4560'}
2005-02-14,,{'EMA': '18.4665'}
2005-02-11,,{'EMA': '18.4829'}
2005-02-10,,{'EMA': '18.4996'}
2005-02-09,,{'EMA': '18.5130'}
2005-02-08,,{'EMA': '18.5173'}
2005-02-07,,{'EMA': '18.5262'}
2005-02-04,,{'EMA': '18.5303'}
2005-02-03,,{'EMA': '18.5412'}
2005-02-02,,{'EMA': '18.5398'}
2005-02-01,,{'EMA': '18.5348'}
2005-01-31,,{'EMA': '18.5412'}
2005-01-28,,{'EMA': '18.5412'}
2005-01-27,,{'EMA': '18.5279'}
2005-01-26,,{'EMA': '18.5547'}
2005-01-25,,{'EMA': '18.5751'}
2005-01-24,,{'EMA': '18.6200'}
2005-01-21,,{'EMA': '18.6687'}
2005-01-20,,{'EMA': '18.7103'}
2005-01-19,,{'EMA': '18.7635'}
2005-01-18,,{'EMA': '18.7963'}
2005-01-14,,{'EMA': '18.8444'}
2005-01-13,,{'EMA': '18.8712'}
2005-01-12,,{'EMA': '18.8803'}
2005-01-11,,{'EMA': '18.8847'}
2005-01-10,,{'EMA': '18.8951'}
2005-01-07,,{'EMA': '18.9129'}
2005-01-06,,{'EMA': '18.9163'}
2005-01-05,,{'EMA': '18.9180'}
2005-01-04,,{'EMA': '18.9212'}
2005-01-03,,{'EMA': '18.9234'}
2004-12-31,,{'EMA': '18.9299'}
2004-12-30,,{'EMA': '18.9407'}
2004-12-29,,{'EMA': '18.9426'}
2004-12-28,,{'EMA': '18.9476'}
2004-12-27,,{'EMA': '18.9538'}
2004-12-23,,{'EMA': '18.9480'}
2004-12-22,,{'EMA': '18.9528'}
2004-12-21,,{'EMA': '18.9602'}
2004-12-20,,{'EMA': '18.9564'}
2004-12-17,,{'EMA': '18.9508'}
2004-12-16,,{'EMA': '18.9460'}
2004-12-15,,{'EMA': '18.9306'}
2004-12-14,,{'EMA': '18.9083'}
2004-12-13,,{'EMA': '18.8958'}
2004-12-10,,{'EMA': '18.8785'}
2004-12-09,,{'EMA': '18.8609'}
2004-12-08,,{'EMA': '18.8387'}
2004-12-07,,{'EMA': '18.8220'}
2004-12-06,,{'EMA': '18.7861'}
2004-12-03,,{'EMA': '18.7578'}
2004-12-02,,{'EMA': '18.7225'}
2004-12-01,,{'EMA': '18.6759'}
2004-11-30,,{'EMA': '18.6472'}
2004-11-29,,{'EMA': '18.6290'}
2004-11-26,,{'EMA': '18.6177'}
2004-11-24,,{'EMA': '18.6099'}
2004-11-23,,{'EMA': '18.5978'}
2004-11-22,,{'EMA': '18.5915'}
2004-11-19,,{'EMA': '18.5677'}
2004-11-18,,{'EMA': '18.5218'}
2004-11-17,,{'EMA': '18.4651'}
2004-11-16,,{'EMA': '18.3941'}
2004-11-15,,{'EMA': '18.3112'}
2004-11-12,,{'EMA': '18.2179'}
2004-11-11,,{'EMA': '18.1320'}
2004-11-10,,{'EMA': '18.0549'}
2004-11-09,,{'EMA': '17.9685'}
2004-11-08,,{'EMA': '17.9039'}
2004-11-05,,{'EMA': '17.8480'}
2004-11-04,,{'EMA': '17.7883'}
2004-11-03,,{'EMA': '17.7715'}
2004-11-02,,{'EMA': '17.7364'}
2004-11-01,,{'EMA': '17.7239'}
2004-10-29,,{'EMA': '17.7157'}
2004-10-28,,{'EMA': '17.7093'}
2004-10-27,,{'EMA': '17.7016'}
2004-10-26,,{'EMA': '17.7089'}
2004-10-25,,{'EMA': '17.7277'}
2004-10-22,,{'EMA': '17.7497'}
2004-10-21,,{'EMA': '17.7346'}
2004-10-20,,{'EMA': '17.6852'}
2004-10-19,,{'EMA': '17.6688'}
2004-10-18,,{'EMA': '17.6304'}
2004-10-15,,{'EMA': '17.6186'}
2004-10-14,,{'EMA': '17.6114'}
2004-10-13,,{'EMA': '17.5977'}
2004-10-12,,{'EMA': '17.5744'}
2004-10-11,,{'EMA': '17.5716'}
2004-10-08,,{'EMA': '17.5450'}
2004-10-07,,{'EMA': '17.5215'}
2004-10-06,,{'EMA': '17.4704'}
2004-10-05,,{'EMA': '17.4217'}
2004-10-04,,{'EMA': '17.3833'}
2004-10-01,,{'EMA': '17.3241'}
2004-09-30,,{'EMA': '17.2974'}
2004-09-29,,{'EMA': '17.2821'}
2004-09-28,,{'EMA': '17.2855'}
2004-09-27,,{'EMA': '17.2930'}
2004-09-24,,{'EMA': '17.3031'}
2004-09-23,,{'EMA': '17.3009'}
2004-09-22,,{'EMA': '17.3112'}
2004-09-21,,{'EMA': '17.3200'}
2004-09-20,,{'EMA': '17.3151'}
2004-09-17,,{'EMA': '17.3116'}
2004-09-16,,{'EMA': '17.3103'}
2004-09-15,,{'EMA': '17.3196'}
2004-09-14,,{'EMA': '17.3204'}
2004-09-13,,{'EMA': '17.3219'}
2004-09-10,,{'EMA': '17.3121'}
2004-09-09,,{'EMA': '17.3147'}
2004-09-08,,{'EMA': '17.3194'}
2004-09-07,,{'EMA': '17.3239'}
2004-09-03,,{'EMA': '17.3301'}
2004-09-02,,{'EMA': '17.3269'}
2004-09-01,,{'EMA': '17.3278'}
2004-08-31,,{'EMA': '17.3376'}
2004-08-30,,{'EMA': '17.3452'}
2004-08-27,,{'EMA': '17.3529'}
2004-08-26,,{'EMA': '17.3494'}
2004-08-25,,{'EMA': '17.3475'}
2004-08-24,,{'EMA': '17.3612'}
2004-08-23,,{'EMA': '17.3648'}
2004-08-20,,{'EMA': '17.3764'}
2004-08-19,,{'EMA': '17.4037'}
2004-08-18,,{'EMA': '17.4198'}
2004-08-17,,{'EMA': '17.4653'}
2004-08-16,,{'EMA': '17.4952'}
2004-08-13,,{'EMA': '17.5369'}
2004-08-12,,{'EMA': '17.5865'}
2004-08-11,,{'EMA': '17.6273'}
2004-08-10,,{'EMA': '17.6632'}
2004-08-09,,{'EMA': '17.7078'}
2004-08-06,,{'EMA': '17.7601'}
2004-08-05,,{'EMA': '17.8080'}
2004-08-04,,{'EMA': '17.8142'}
2004-08-03,,{'EMA': '17.8296'}
2004-08-02,,{'EMA': '17.8234'}
2004-07-30,,{'EMA': '17.8229'}
2004-07-29,,{'EMA': '17.8116'}
2004-07-28,,{'EMA': '17.7777'}
2004-07-27,,{'EMA': '17.7675'}
2004-07-26,,{'EMA': '17.7336'}
2004-07-23,,{'EMA': '17.7178'}
2004-07-22,,{'EMA': '17.6991'}
2004-07-21,,{'EMA': '17.6364'}
2004-07-20,,{'EMA': '17.5376'}
2004-07-19,,{'EMA': '17.5249'}
2004-07-16,,{'EMA': '17.5355'}
2004-07-15,,{'EMA': '17.5132'}
2004-07-14,,{'EMA': '17.4956'}
2004-07-13,,{'EMA': '17.5171'}
2004-07-12,,{'EMA': '17.5086'}
2004-07-09,,{'EMA': '17.5132'}
2004-07-08,,{'EMA': '17.5125'}
2004-07-07,,{'EMA': '17.5055'}
2004-07-06,,{'EMA': '17.5090'}
2004-07-02,,{'EMA': '17.4739'}
2004-07-01,,{'EMA': '17.4170'}
2004-06-30,,{'EMA': '17.3493'}
2004-06-29,,{'EMA': '17.2831'}
2004-06-28,,{'EMA': '17.2335'}
2004-06-25,,{'EMA': '17.1513'}
2004-06-24,,{'EMA': '17.0709'}
2004-06-23,,{'EMA': '16.9813'}
2004-06-22,,{'EMA': '16.9135'}
2004-06-21,,{'EMA': '16.8296'}
2004-06-18,,{'EMA': '16.7322'}
2004-06-17,,{'EMA': '16.6559'}
2004-06-16,,{'EMA': '16.5992'}
2004-06-15,,{'EMA': '16.5348'}
2004-06-14,,{'EMA': '16.4868'}
2004-06-10,,{'EMA': '16.4604'}
2004-06-09,,{'EMA': '16.4428'}
2004-06-08,,{'EMA': '16.4215'}
2004-06-07,,{'EMA': '16.4056'}
2004-06-04,,{'EMA': '16.4052'}
2004-06-03,,{'EMA': '16.4034'}
2004-06-02,,{'EMA': '16.4009'}
2004-06-01,,{'EMA': '16.3931'}
2004-05-28,,{'EMA': '16.3851'}
2004-05-27,,{'EMA': '16.3738'}
2004-05-26,,{'EMA': '16.3620'}
2004-05-25,,{'EMA': '16.3591'}
2004-05-24,,{'EMA': '16.3742'}
2004-05-21,,{'EMA': '16.3694'}
2004-05-20,,{'EMA': '16.3704'}
2004-05-19,,{'EMA': '16.3835'}
2004-05-18,,{'EMA': '16.3797'}
2004-05-17,,{'EMA': '16.3968'}
2004-05-14,,{'EMA': '16.4296'}
2004-05-13,,{'EMA': '16.4340'}
2004-05-12,,{'EMA': '16.4491'}
2004-05-11,,{'EMA': '16.4625'}
2004-05-10,,{'EMA': '16.4627'}
2004-05-07,,{'EMA': '16.4919'}
2004-05-06,,{'EMA': '16.4994'}
2004-05-05,,{'EMA': '16.4996'}
2004-05-04,,{'EMA': '16.4896'}
2004-05-03,,{'EMA': '16.4765'}
2004-04-30,,{'EMA': '16.4711'}
2004-04-29,,{'EMA': '16.4413'}
2004-04-28,,{'EMA': '16.4135'}
2004-04-27,,{'EMA': '16.3490'}
2004-04-26,,{'EMA': '16.2716'}
2004-04-23,,{'EMA': '16.1669'}
2004-04-22,,{'EMA': '16.0556'}
2004-04-21,,{'EMA': '16.0524'}
2004-04-20,,{'EMA': '16.0577'}
2004-04-19,,{'EMA': '16.0458'}
2004-04-16,,{'EMA': '16.0687'}
2004-04-15,,{'EMA': '16.0787'}
2004-04-14,,{'EMA': '16.0733'}
2004-04-13,,{'EMA': '16.0788'}
2004-04-12,,{'EMA': '16.0672'}
2004-04-08,,{'EMA': '16.0669'}
2004-04-07,,{'EMA': '16.0465'}
2004-04-06,,{'EMA': '16.0285'}
2004-04-05,,{'EMA': '16.0067'}
2004-04-02,,{'EMA': '15.9803'}
2004-04-01,,{'EMA': '15.9720'}
2004-03-31,,{'EMA': '15.9957'}
2004-03-30,,{'EMA': '16.0067'}
2004-03-29,,{'EMA': '16.0187'}
2004-03-26,,{'EMA': '16.0288'}
2004-03-25,,{'EMA': '16.0480'}
2004-03-24,,{'EMA': '16.1014'}
2004-03-23,,{'EMA': '16.1752'}
2004-03-22,,{'EMA': '16.2394'}
2004-03-19,,{'EMA': '16.3164'}
2004-03-18,,{'EMA': '16.3814'}
2004-03-17,,{'EMA': '16.4454'}
2004-03-16,,{'EMA': '16.4976'}
2004-03-15,,{'EMA': '16.5536'}
2004-03-12,,{'EMA': '16.6115'}
2004-03-11,,{'EMA': '16.6721'}
2004-03-10,,{'EMA': '16.7500'}
2004-03-09,,{'EMA': '16.8067'}
2004-03-08,,{'EMA': '16.8621'}
2004-03-05,,{'EMA': '16.8891'}
2004-03-04,,{'EMA': '16.9238'}
2004-03-03,,{'EMA': '16.9531'}
2004-03-02,,{'EMA': '16.9866'}
2004-03-01,,{'EMA': '17.0058'}
2004-02-27,,{'EMA': '17.0256'}
2004-02-26,,{'EMA': '17.0582'}
2004-02-25,,{'EMA': '17.0846'}
2004-02-24,,{'EMA': '17.0972'}
2004-02-23,,{'EMA': '17.1293'}
2004-02-20,,{'EMA': '17.1552'}
2004-02-19,,{'EMA': '17.1900'}
2004-02-18,,{'EMA': '17.2126'}
2004-02-17,,{'EMA': '17.2361'}
2004-02-13,,{'EMA': '17.2758'}
2004-02-12,,{'EMA': '17.3019'}
2004-02-11,,{'EMA': '17.3236'}
2004-02-10,,{'EMA': '17.3563'}
2004-02-09,,{'EMA': '17.3980'}
2004-02-06,,{'EMA': '17.4236'}
2004-02-05,,{'EMA': '17.4632'}
2004-02-04,,{'EMA': '17.5029'}
2004-02-03,,{'EMA': '17.5410'}
2004-02-02,,{'EMA': '17.5658'}
2004-01-30,,{'EMA': '17.5798'}
2004-01-29,,{'EMA': '17.5814'}
2004-01-28,,{'EMA': '17.5876'}
2004-01-27,,{'EMA': '17.5628'}
2004-01-26,,{'EMA': '17.5154'}
2004-01-23,,{'EMA': '17.4702'}
2004-01-22,,{'EMA': '17.4343'}
2004-01-21,,{'EMA': '17.3885'}
2004-01-20,,{'EMA': '17.3533'}
2004-01-16,,{'EMA': '17.3235'}
2004-01-15,,{'EMA': '17.3063'}
2004-01-14,,{'EMA': '17.2995'}
2004-01-13,,{'EMA': '17.2945'}
2004-01-12,,{'EMA': '17.2871'}
2004-01-09,,{'EMA': '17.2707'}
2004-01-08,,{'EMA': '17.2301'}
2004-01-07,,{'EMA': '17.1626'}
2004-01-06,,{'EMA': '17.1023'}
2004-01-05,,{'EMA': '17.0347'}
2004-01-02,,{'EMA': '16.9893'}
2003-12-31,,{'EMA': '16.9489'}
2003-12-30,,{'EMA': '16.9145'}
2003-12-29,,{'EMA': '16.8773'}
2003-12-26,,{'EMA': '16.8490'}
2003-12-24,,{'EMA': '16.8279'}
2003-12-23,,{'EMA': '16.7991'}
2003-12-22,,{'EMA': '16.7655'}
2003-12-19,,{'EMA': '16.7292'}
2003-12-18,,{'EMA': '16.6684'}
2003-12-17,,{'EMA': '16.6261'}
2003-12-16,,{'EMA': '16.5834'}
2003-12-15,,{'EMA': '16.5497'}
2003-12-12,,{'EMA': '16.4987'}
2003-12-11,,{'EMA': '16.4654'}
2003-12-10,,{'EMA': '16.4350'}
2003-12-09,,{'EMA': '16.4104'}
2003-12-08,,{'EMA': '16.3839'}
2003-12-05,,{'EMA': '16.3750'}
2003-12-04,,{'EMA': '16.3753'}
2003-12-03,,{'EMA': '16.3908'}
2003-12-02,,{'EMA': '16.4015'}
2003-12-01,,{'EMA': '16.4051'}
2003-11-28,,{'EMA': '16.4122'}
2003-11-26,,{'EMA': '16.4452'}
2003-11-25,,{'EMA': '16.4746'}
2003-11-24,,{'EMA': '16.4905'}
2003-11-21,,{'EMA': '16.5421'}
2003-11-20,,{'EMA': '16.5988'}
2003-11-19,,{'EMA': '16.6713'}
2003-11-18,,{'EMA': '16.7435'}
2003-11-17,,{'EMA': '16.8204'}
2003-11-14,,{'EMA': '16.9012'}
2003-11-13,,{'EMA': '16.9705'}
2003-11-12,,{'EMA': '17.0367'}
2003-11-11,,{'EMA': '17.1101'}
2003-11-10,,{'EMA': '17.1807'}
2003-11-07,,{'EMA': '17.2515'}
2003-11-06,,{'EMA': '17.3129'}
2003-11-05,,{'EMA': '17.3881'}
2003-11-04,,{'EMA': '17.4777'}
2003-11-03,,{'EMA': '17.5486'}
2003-10-31,,{'EMA': '17.6416'}
2003-10-30,,{'EMA': '17.7427'}
2003-10-29,,{'EMA': '17.8136'}
2003-10-28,,{'EMA': '17.8821'}
2003-10-27,,{'EMA': '17.9618'}
2003-10-24,,{'EMA': '18.0609'}
2003-10-23,,{'EMA': '18.1471'}
2003-10-22,,{'EMA': '18.1506'}
2003-10-21,,{'EMA': '18.1348'}
2003-10-20,,{'EMA': '18.0973'}
2003-10-17,,{'EMA': '18.0813'}
2003-10-16,,{'EMA': '18.0428'}
2003-10-15,,{'EMA': '18.0239'}
2003-10-14,,{'EMA': '17.9847'}
2003-10-13,,{'EMA': '17.9856'}
2003-10-10,,{'EMA': '17.9665'}
2003-10-09,,{'EMA': '17.9499'}
2003-10-08,,{'EMA': '17.9121'}
2003-10-07,,{'EMA': '17.8619'}
2003-10-06,,{'EMA': '17.8285'}
2003-10-03,,{'EMA': '17.7830'}
2003-10-02,,{'EMA': '17.7324'}
2003-10-01,,{'EMA': '17.7212'}
2003-09-30,,{'EMA': '17.7352'}
2003-09-29,,{'EMA': '17.7156'}
2003-09-26,,{'EMA': '17.7052'}
2003-09-25,,{'EMA': '17.7026'}
2003-09-24,,{'EMA': '17.6872'}
2003-09-23,,{'EMA': '17.5988'}
2003-09-22,,{'EMA': '17.5322'}
2003-09-19,,{'EMA': '17.4420'}
2003-09-18,,{'EMA': '17.3196'}
2003-09-17,,{'EMA': '17.2647'}
2003-09-16,,{'EMA': '17.1873'}
2003-09-15,,{'EMA': '17.1241'}
2003-09-12,,{'EMA': '17.0571'}
2003-09-11,,{'EMA': '17.0393'}
2003-09-10,,{'EMA': '17.0083'}
2003-09-09,,{'EMA': '16.9511'}
2003-09-08,,{'EMA': '16.8492'}
2003-09-05,,{'EMA': '16.7535'}
2003-09-04,,{'EMA': '16.6582'}
2003-09-03,,{'EMA': '16.5616'}
2003-09-02,,{'EMA': '16.4979'}
2003-08-29,,{'EMA': '16.4731'}
2003-08-28,,{'EMA': '16.4608'}
2003-08-27,,{'EMA': '16.4447'}
2003-08-26,,{'EMA': '16.4265'}
2003-08-25,,{'EMA': '16.4189'}
2003-08-22,,{'EMA': '16.4106'}
2003-08-21,,{'EMA': '16.3720'}
2003-08-20,,{'EMA': '16.3377'}
2003-08-19,,{'EMA': '16.3219'}
2003-08-18,,{'EMA': '16.3327'}
2003-08-15,,{'EMA': '16.3629'}
2003-08-14,,{'EMA': '16.3928'}
2003-08-13,,{'EMA': '16.4227'}
2003-08-12,,{'EMA': '16.4474'}
2003-08-11,,{'EMA': '16.4796'}
2003-08-08,,{'EMA': '16.5212'}
2003-08-07,,{'EMA': '16.5501'}
2003-08-06,,{'EMA': '16.5920'}
2003-08-05,,{'EMA': '16.6493'}
2003-08-04,,{'EMA': '16.6640'}
2003-08-01,,{'EMA': '16.6902'}
2003-07-31,,{'EMA': '16.7078'}
2003-07-30,,{'EMA': '16.7102'}
2003-07-29,,{'EMA': '16.7216'}
2003-07-28,,{'EMA': '16.7079'}
2003-07-25,,{'EMA': '16.6889'}
2003-07-24,,{'EMA': '16.7095'}
2003-07-23,,{'EMA': '16.7008'}
2003-07-22,,{'EMA': '16.7138'}
2003-07-21,,{'EMA': '16.7368'}
2003-07-18,,{'EMA': '16.7252'}
2003-07-17,,{'EMA': '16.6973'}
2003-07-16,,{'EMA': '16.6648'}
2003-07-15,,{'EMA': '16.6027'}
2003-07-14,,{'EMA': '16.5400'}
2003-07-11,,{'EMA': '16.4611'}
2003-07-10,,{'EMA': '16.4168'}
2003-07-09,,{'EMA': '16.3494'}
2003-07-08,,{'EMA': '16.2557'}
2003-07-07,,{'EMA': '16.1715'}
2003-07-03,,{'EMA': '16.0939'}
2003-07-02,,{'EMA': '16.0293'}
2003-07-01,,{'EMA': '15.9701'}
2003-06-30,,{'EMA': '15.9621'}
2003-06-27,,{'EMA': '15.9313'}
2003-06-26,,{'EMA': '15.8968'}
2003-06-25,,{'EMA': '15.8940'}
2003-06-24,,{'EMA': '15.8752'}
2003-06-23,,{'EMA': '15.8539'}
2003-06-20,,{'EMA': '15.7998'}
2003-06-19,,{'EMA': '15.7277'}
2003-06-18,,{'EMA': '15.6641'}
2003-06-17,,{'EMA': '15.6010'}
2003-06-16,,{'EMA': '15.5529'}
2003-06-13,,{'EMA': '15.5527'}
2003-06-12,,{'EMA': '15.5274'}
2003-06-11,,{'EMA': '15.5140'}
2003-06-10,,{'EMA': '15.5181'}
2003-06-09,,{'EMA': '15.5684'}
2003-06-06,,{'EMA': '15.6375'}
2003-06-05,,{'EMA': '15.6683'}
2003-06-04,,{'EMA': '15.7003'}
2003-06-03,,{'EMA': '15.7030'}
2003-06-02,,{'EMA': '15.7209'}
2003-05-30,,{'EMA': '15.7262'}
2003-05-29,,{'EMA': '15.7478'}
2003-05-28,,{'EMA': '15.7878'}
2003-05-27,,{'EMA': '15.8123'}
2003-05-23,,{'EMA': '15.8725'}
2003-05-22,,{'EMA': '15.9419'}
2003-05-21,,{'EMA': '16.0183'}
2003-05-20,,{'EMA': '16.0753'}
2003-05-19,,{'EMA': '16.1236'}
2003-05-16,,{'EMA': '16.1428'}
2003-05-15,,{'EMA': '16.1339'}
2003-05-14,,{'EMA': '16.1259'}
2003-05-13,,{'EMA': '16.1027'}
2003-05-12,,{'EMA': '16.0798'}
2003-05-09,,{'EMA': '16.0476'}
2003-05-08,,{'EMA': '16.0279'}
2003-05-07,,{'EMA': '16.0156'}
2003-05-06,,{'EMA': '15.9795'}
2003-05-05,,{'EMA': '15.9555'}
